CODE;NAME;CITY;COUNTRY;LATITUDE;LONGITUDE
KSJ;Kasos Airport;Kasos;Greece;35.4213981628;26.909999847399998
KVA;Alexander the Great International Airport;Kavala;Greece;40.913299560546875;24.619199752807617
KZI;Filippos Airport;Kozani;Greece;40.28609848022461;21.84079933166504
LRS;Leros Airport;Leros;Greece;37.184898376499994;26.8003005981
LXS;Limnos Airport;Limnos;Greece;39.917098999;25.236299514799995
LRA;Larisa Airport;Larissa;Greece;39.650253;22.4655
JMK;Mikonos Airport;Mykonos;Greece;37.43510055541992;25.348100662231445
MJT;Mytilene International Airport;Mytilini;Greece;39.0567016602;26.5983009338
PVK;Aktion National Airport;Preveza;Greece;38.925498962402344;20.765300750732422
RHO;Diagoras Airport;Rhodos;Greece;36.405399322509766;28.086200714111328
GPA;Araxos Airport;Patras;Greece;38.1511;21.4256
CHQ;Chania International Airport;Chania;Greece;35.531700134277344;24.149700164794922
JSI;Skiathos Island National Airport;Skiathos;Greece;39.177101135253906;23.503700256347656
SMI;Samos Airport;Samos;Greece;37.689998626708984;26.911699295043945
JTR;Santorini Airport;Thira;Greece;36.399200439453125;25.479299545288086
JSH;Sitia Airport;Sitia;Greece;35.21609878540039;26.101299285888672
SKU;Skiros Airport;Skiros;Greece;38.9676017761;24.4871997833
SKG;Thessaloniki Macedonia International Airport;Thessaloniki;Greece;40.51969909667969;22.97089958190918
ZTH;Dionysios Solomos Airport;Zakynthos;Greece;37.75090026855469;20.884300231933594
BUD;Budapest Ferenc Liszt International Airport;Budapest;Hungary;47.436901092499994;19.255599975599996
DEB;Debrecen International Airport;Debrecen;Hungary;47.48889923095703;21.615299224853516
CRV;Crotone Airport;Crotone;Italy;38.9972;17.0802
BRI;Bari Karol Wojtyła Airport;Bari;Italy;41.138901;16.760599
FOG;Foggia \"Gino Lisa\" Airport;Foggia;Italy;41.432899;15.535
TAR;Taranto-Grottaglie \"Marcello Arlotta\" Airport;Grottaglie;Italy;40.517502;17.4032
LCC;Lecce Galatina Air Base;Lecce;Italy;40.239201;18.133301
PSR;Pescara International Airport;Pescara;Italy;42.431702;14.1811
BDS;Brindisi – Salento Airport;Brindisi;Italy;40.6576;17.947001
SUF;Lamezia Terme Airport;Lamezia;Italy;38.905399;16.2423
CTA;Catania-Fontanarossa Airport;Catania;Italy;37.466801;15.0664
LMP;Lampedusa Airport;Lampedusa;Italy;35.497898;12.6181
PNL;Pantelleria Airport;Pantelleria;Italy;36.816502;11.9689
PMO;Falcone–Borsellino Airport;Palermo;Italy;38.175999;13.091
REG;Reggio Calabria Airport;Reggio Calabria;Italy;38.071201;15.6516
TPS;Vincenzo Florio Airport Trapani-Birgi;Trapani;Italy;37.9114;12.488
NSY;Sigonella Navy Air Base;Sigonella;Italy;37.401699;14.9224
AHO;Alghero-Fertilia Airport;Alghero;Italy;40.632099;8.29077
DCI;Decimomannu Air Base;Decimomannu;Italy;39.354198;8.97248
CAG;Cagliari Elmas Airport;Cagliari;Italy;39.251499;9.05428
OLB;Olbia Costa Smeralda Airport;Olbia;Italy;40.898701;9.51763
TTB;Tortolì Airport;Tortoli;Italy;39.9188;9.68298
MXP;Malpensa International Airport;Milano;Italy;45.6306;8.72811
BGY;Il Caravaggio International Airport;Bergamo;Italy;45.673901;9.70417
TRN;Turin Airport;Torino;Italy;45.200802;7.64963
ALL;Villanova D'Albenga International Airport;Albenga;Italy;44.050598;8.12743
GOA;Genoa Cristoforo Colombo Airport;Genoa;Italy;44.4133;8.8375
LIN;Milano Linate Airport;Milan;Italy;45.445099;9.27674
PMF;Parma Airport;Parma;Italy;44.824501;10.2964
QPZ;Piacenza San Damiano Air Base;Piacenza;Italy;44.913101;9.723323
CUF;Cuneo International Airport;Cuneo;Italy;44.547001;7.62322
AVB;Aviano Air Base;Aviano;Italy;46.031898;12.596503
BZO;Bolzano Airport;Bolzano;Italy;46.460201;11.3264
BLQ;Bologna Guglielmo Marconi Airport;Bologna;Italy;44.5354;11.2887
TSF;Treviso-Sant'Angelo Airport;Treviso;Italy;45.648399;12.1944
FRL;Forlì Airport;Forli;Italy;44.194801;12.0701
VBS;Brescia Airport;Brescia;Italy;45.428902;10.3306
TRS;Trieste–Friuli Venezia Giulia Airport;Ronchi De Legionari;Italy;45.827499;13.4722
RMI;Federico Fellini International Airport;Rimini;Italy;44.020302;12.6117
VIC;Vicenza Airport;Vicenza;Italy;45.573399;11.5295
QPA;Padova Airport;Padova;Italy;45.395802;11.8479
VRN;Verona Villafranca Airport;Villafranca;Italy;45.395699;10.8885
VCE;Venice Marco Polo Airport;Venice;Italy;45.505299;12.3519
SAY;Siena-Ampugnano Airport;Siena;Italy;43.256302;11.255
CIA;Ciampino–G. B. Pastine International Airport;Rome;Italy;41.7994;12.5949
FCO;Leonardo da Vinci–Fiumicino Airport;Rome;Italy;41.8002778;12.2388889
EBA;Marina Di Campo Airport;Marina Di Campo;Italy;42.7603;10.2394
QLT;Latina Air Base;Latina;Italy;41.5424;12.909
NAP;Naples International Airport;Naples;Italy;40.886002;14.2908
PSA;Pisa International Airport;Pisa;Italy;43.683899;10.3927
FLR;Peretola Airport;Florence;Italy;43.810001;11.2051
GRS;Grosseto Air Base;Grosseto;Italy;42.759701;11.0719
PEG;Perugia San Francesco d'Assisi – Umbria International Airport;Perugia;Italy;43.095901;12.5132
LJU;Ljubljana Jože Pučnik Airport;Ljubljana;Slovenia;46.223701;14.4576
MBX;Maribor Airport;Maribor;Slovenia;46.47990036010742;15.686100006103516
POW;Portoroz Airport;Portoroz;Slovenia;45.4734001159668;13.614999771118164
KLV;Karlovy Vary International Airport;Karlovy Vary;Czech Republic;50.202999114990234;12.914999961853027
OSR;Ostrava Leos Janáček Airport;Ostrava;Czech Republic;49.6963005065918;18.111099243164062
PED;Pardubice Airport;Pardubice;Czech Republic;50.01340103149414;15.73859977722168
PRV;Přerov Air Base;Prerov;Czech Republic;49.42580032348633;17.404699325561523
PRG;Václav Havel Airport Prague;Prague;Czech Republic;50.1008;14.26
BRQ;Brno-Tuřany Airport;Brno;Czech Republic;49.15129852294922;16.694400787353516
TLV;Ben Gurion International Airport;Tel-aviv;Israel;32.01139831542969;34.88669967651367
BEV;Beersheba (Teyman) Airport;Beer-sheba;Israel;31.287000656128;34.722999572754
ETH;Eilat Airport;Elat;Israel;29.56130027770996;34.96009826660156
HFA;Haifa International Airport;Haifa;Israel;32.80939865112305;35.04309844970703
RPN;Ben Ya'akov Airport;Rosh Pina;Israel;32.98099899291992;35.5718994140625
VDA;Ovda International Airport;Ovda;Israel;29.94029998779297;34.93579864501953
SDV;Sde Dov Airport;Tel-aviv;Israel;32.11470031738281;34.78219985961914
MLA;Malta International Airport;Malta;Malta;35.857498;14.4775
GRZ;Graz Airport;Graz;Austria;46.9911003112793;15.439599990844727
INN;Innsbruck Airport;Innsbruck;Austria;47.260201;11.344
LNZ;Linz Hörsching Airport;Linz;Austria;48.2332;14.1875
SZG;Salzburg Airport;Salzburg;Austria;47.793300628699996;13.0043001175
VIE;Vienna International Airport;Vienna;Austria;48.110298156738;16.569700241089
SMA;Santa Maria Airport;Santa Maria (island);Portugal;36.97140121459961;-25.17060089111328
BGC;Bragança Airport;Braganca;Portugal;41.85779953;-6.70712995529
FLW;Flores Airport;Flores;Portugal;39.455299377441406;-31.131399154663086
FAO;Faro Airport;Faro;Portugal;37.0144004822;-7.96590995789
GRW;Graciosa Airport;Graciosa Island;Portugal;39.092201232910156;-28.029800415039062
HOR;Horta Airport;Horta;Portugal;38.519901275634766;-28.715900421142578
TER;Lajes Field;Lajes (terceira Island);Portugal;38.761798858599995;-27.090799331699998
PDL;João Paulo II Airport;Ponta Delgada;Portugal;37.7411994934;-25.6979007721
PIX;Pico Airport;Pico;Portugal;38.554298400878906;-28.441299438476562
OPO;Francisco de Sá Carneiro Airport;Porto;Portugal;41.2481002808;-8.68138980865
PXO;Porto Santo Airport;Porto Santo;Portugal;33.0733985901;-16.3500003815
LIS;Lisbon Portela Airport;Lisbon;Portugal;38.7812995911;-9.13591957092
SJZ;São Jorge Airport;Sao Jorge Island;Portugal;38.66550064086914;-28.175800323486328
VRL;Vila Real Airport;Vila Real;Portugal;41.27429962158203;-7.720469951629639
OMO;Mostar International Airport;Mostar;Bosnia and Herzegovina;43.282901763916016;17.84589958190918
SJJ;Sarajevo International Airport;Sarajevo;Bosnia and Herzegovina;43.82460021972656;18.331499099731445
ARW;Arad International Airport;Arad;Romania;46.17660140991211;21.261999130249023
BCM;Bacău Airport;Bacau;Romania;46.52190017700195;26.91029930114746
BAY;Tautii Magheraus Airport;Baia Mare;Romania;47.65840148925781;23.469999313354492
BBU;Băneasa International Airport;Bucharest;Romania;44.50320053100586;26.102100372314453
CND;Mihail Kogălniceanu International Airport;Constanta;Romania;44.36220169067383;28.488300323486328
CLJ;Cluj-Napoca International Airport;Cluj-napoca;Romania;46.78519821166992;23.686199188232422
CSB;Caransebeş Airport;Caransebes;Romania;45.41999816894531;22.253299713134766
CRA;Craiova Airport;Craiova;Romania;44.31809997558594;23.888599395751953
IAS;Iaşi Airport;Iasi;Romania;47.17850112915039;27.6205997467041
OMR;Oradea International Airport;Oradea;Romania;47.025299072265625;21.90250015258789
OTP;Henri Coandă International Airport;Bucharest;Romania;44.5711111;26.085
SBZ;Sibiu International Airport;Sibiu;Romania;45.78559875488281;24.091299057006836
SUJ;Satu Mare Airport;Satu Mare;Romania;47.70330047607422;22.885700225830078
SCV;Suceava Stefan cel Mare Airport;Suceava;Romania;47.6875;26.35409927368164
TCE;Tulcea Airport;Tulcea;Romania;45.0625;28.71430015563965
TGM;Transilvania Târgu Mureş International Airport;Tirgu Mures;Romania;46.46770095825195;24.412500381469727
TSR;Timişoara Traian Vuia Airport;Timisoara;Romania;45.809898376464844;21.337900161743164
GVA;Geneva Cointrin International Airport;Geneva;Switzerland;46.23809814453125;6.108950138092041
SIR;Sion Airport;Sion;Switzerland;46.219600677500004;7.326759815220001
EML;Emmen Air Base;Emmen;Switzerland;47.092444;8.305184
LUG;Lugano Airport;Lugano;Switzerland;46.00429916379999;8.9105796814
BRN;Bern Belp Airport;Bern;Switzerland;46.914100647;7.497149944309999
ZRH;Zürich Airport;Zurich;Switzerland;47.464698791504;8.5491695404053
ACH;St Gallen Altenrhein Airport;Altenrhein;Switzerland;47.4850006104;9.560770034789998
SMV;Samedan Airport;Samedan;Switzerland;46.53409957885742;9.884110450744629
ESB;Esenboğa International Airport;Ankara;Turkey;40.128101348899996;32.995098114
ANK;Etimesgut Air Base;Ankara;Turkey;39.949798584;32.6885986328
ADA;Adana Airport;Adana;Turkey;36.9822006226;35.280399322499996
UAB;İncirlik Air Base;Adana;Turkey;37.002101898199996;35.4258995056
AFY;Afyon Airport;Afyon;Turkey;38.726398468;30.6011009216
AYT;Antalya International Airport;Antalya;Turkey;36.898701;30.800501
GZT;Gaziantep International Airport;Gaziantep;Turkey;36.9472007751;37.4786987305
KYA;Konya Airport;Konya;Turkey;37.979;32.561901
MLX;Malatya Tulga Airport;Malatya;Turkey;38.353699;38.253899
MZH;Amasya Merzifon Airport;Merzifon;Turkey;40.829399;35.521999
VAS;Sivas Nuri Demirağ Airport;Sivas;Turkey;39.813801;36.9035
ASR;Kayseri Erkilet Airport;Kayseri;Turkey;38.770401001;35.4953994751
DNZ;Çardak Airport;Denizli;Turkey;37.7855987549;29.7012996674
IST;Atatürk International Airport;Istanbul;Turkey;40.9768981934;28.814599990799998
BZI;Balıkesir Merkez Airport;Balikesir;Turkey;39.619300842285156;27.926000595092773
BDM;Bandırma Airport;Bandirma;Turkey;40.31800079345703;27.977699279785156
ESK;Eskişehir Air Base;Eskisehir;Turkey;39.7840995789;30.582099914599997
ADB;Adnan Menderes International Airport;Izmir;Turkey;38.2924003601;27.156999588
IGL;Çiğli Airport;Izmir;Turkey;38.513000488299994;27.010099411
DLM;Dalaman International Airport;Dalaman;Turkey;36.7131004333;28.7924995422
BXN;Imsık Airport;Bodrum;Turkey;37.140098571777344;27.669700622558594
EZS;Elazığ Airport;Elazig;Turkey;38.6068992615;39.2914009094
DIY;Diyarbakir Airport;Diyabakir;Turkey;37.893901825;40.201000213600004
ERC;Erzincan Airport;Erzincan;Turkey;39.7102012634;39.527000427199994
ERZ;Erzurum International Airport;Erzurum;Turkey;39.9565010071;41.17020034789999
TZX;Trabzon International Airport;Trabzon;Turkey;40.99509811401367;39.78969955444336
VAN;Van Ferit Melen Airport;Van;Turkey;38.46820068359375;43.332298278808594
BAL;Batman Airport;Batman;Turkey;37.929000854499996;41.1166000366
BZY;Balti International Airport;Saltsy;Moldova;47.83810043334961;27.7814998626709
KIV;Chişinău International Airport;Chisinau;Moldova;46.92770004272461;28.930999755859375
OHD;Ohrid St. Paul the Apostle Airport;Ohrid;Macedonia;41.18;20.7423
SKP;Skopje Alexander the Great Airport;Skopje;Macedonia;41.961601;21.621401
GIB;Gibraltar Airport;Gibraltar;Gibraltar;36.1511993408;-5.3496599197400005
BEG;Belgrade Nikola Tesla Airport;Belgrade;Serbia;44.8184013367;20.3090991974
INI;Nis Airport;Nis;Serbia;43.337299;21.853701
TGD;Podgorica Airport;Podgorica;Montenegro;42.35940170288086;19.25189971923828
PRN;Priština International Airport;Pristina;Serbia;42.5728;21.035801
TIV;Tivat Airport;Tivat;Montenegro;42.404701232910156;18.72330093383789
BTS;M. R. Štefánik Airport;Bratislava;Slovakia;48.17020034790039;17.21269989013672
KSC;Košice Airport;Kosice;Slovakia;48.66310119628906;21.241100311279297
PZY;Piešťany Airport;Piestany;Slovakia;48.62519836425781;17.828399658203125
SLD;Sliač Airport;Sliac;Slovakia;48.63779830932617;19.13409996032715
TAT;Poprad-Tatry Airport;Poprad;Slovakia;49.073600769;20.2411003113
NCA;North Caicos Airport;North Caicos;Turks and Caicos Islands;21.917499542236328;-71.9395980834961
PLS;Providenciales Airport;Providenciales;Turks and Caicos Islands;21.77359962463379;-72.26589965820312
XSC;South Caicos Airport;South Caicos;Turks and Caicos Islands;21.515699386599998;-71.528503418
EPS;Arroyo Barril Airport;Samana;Dominican Republic;19.198600769;-69.42980194089999
BRX;Maria Montez International Airport;Barahona;Dominican Republic;18.25149917602539;-71.12039947509766
LRM;Casa De Campo International Airport;La Romana;Dominican Republic;18.450700759887695;-68.91179656982422
PUJ;Punta Cana International Airport;Punta Cana;Dominican Republic;18.567399978599997;-68.36340332030001
POP;Gregorio Luperon International Airport;Puerto Plata;Dominican Republic;19.75790023803711;-70.56999969482422
SDQ;Las Américas International Airport;Santo Domingo;Dominican Republic;18.42970085144;-69.668899536133
STI;Cibao International Airport;Santiago;Dominican Republic;19.406099319458008;-70.60469818115234
CBV;Coban Airport;Coban;Guatemala;15.468999862670898;-90.40670013427734
GUA;La Aurora Airport;Guatemala City;Guatemala;14.58329963684082;-90.52749633789062
LCE;Goloson International Airport;La Ceiba;Honduras;15.7425;-86.852997
SAP;Ramón Villeda Morales International Airport;San Pedro Sula;Honduras;15.45259952545166;-87.92359924316406
GJA;La Laguna Airport;Guanaja;Honduras;16.4454;-85.906601
RTB;Juan Manuel Galvez International Airport;Roatan;Honduras;16.316799;-86.523003
TEA;Tela Airport;Tela;Honduras;15.7759;-87.4758
TGU;Toncontín International Airport;Tegucigalpa;Honduras;14.06089973449707;-87.21720123291016
OCJ;Boscobel Aerodrome;Ocho Rios;Jamaica;18.404199600219727;-76.96900177001953
KIN;Norman Manley International Airport;Kingston;Jamaica;17.935699462890625;-76.7874984741211
MBJ;Sangster International Airport;Montego Bay;Jamaica;18.503700256347656;-77.91339874267578
POT;Ken Jones Airport;Port Antonio;Jamaica;18.1987991333;-76.53450012210001
KTP;Tinson Pen Airport;Kingston;Jamaica;17.98859977722168;-76.82379913330078
ACA;General Juan N Alvarez International Airport;Acapulco;Mexico;16.757099151611328;-99.75399780273438
NTR;Del Norte International Airport;Monterrey;Mexico;25.8656005859375;-100.23699951171875
AGU;Jesús Terán Paredo International Airport;Aguascalientes;Mexico;21.705601;-102.318001
HUX;Bahías de Huatulco International Airport;Huatulco;Mexico;15.775300025939941;-96.26260375976562
CVJ;General Mariano Matamoros Airport;Cuernavaca;Mexico;18.834800720214844;-99.26129913330078
CME;Ciudad del Carmen International Airport;Ciudad Del Carmen;Mexico;18.65369987487793;-91.79900360107422
CUL;Bachigualato Federal International Airport;Culiacan;Mexico;24.7644996643;-107.474998474
CTM;Chetumal International Airport;Chetumal;Mexico;18.50469970703125;-88.32679748535156
CEN;Ciudad Obregón International Airport;Ciudad Obregon;Mexico;27.39259910583496;-109.83300018310547
CPE;Ingeniero Alberto Acuña Ongay International Airport;Campeche;Mexico;19.816799163800003;-90.5002975464
CJS;Abraham González International Airport;Ciudad Juarez;Mexico;31.63610076904297;-106.42900085449219
CUU;General Roberto Fierro Villalobos International Airport;Chihuahua;Mexico;28.702899932900003;-105.964996338
CVM;General Pedro Jose Mendez International Airport;Ciudad Victoria;Mexico;23.7033004761;-98.9564971924
CZM;Cozumel International Airport;Cozumel;Mexico;20.52239990234375;-86.92559814453125
DGO;General Guadalupe Victoria International Airport;Durango;Mexico;24.1242008209;-104.527999878
TPQ;Amado Nervo National Airport;Tepic;Mexico;21.41950035095215;-104.84300231933594
ESE;Ensenada Airport;Ensenada;Mexico;31.795299530029297;-116.60299682617188
GDL;Don Miguel Hidalgo Y Costilla International Airport;Guadalajara;Mexico;20.521799087524414;-103.31099700927734
GYM;General José María Yáñez International Airport;Guaymas;Mexico;27.9689998626709;-110.92500305175781
TCN;Tehuacan Airport;Tehuacan;Mexico;18.49720001220703;-97.4198989868164
HMO;General Ignacio P. Garcia International Airport;Hermosillo;Mexico;29.095899581900003;-111.047996521
CLQ;Licenciado Miguel de la Madrid Airport;Colima;Mexico;19.2770004272;-103.577003479
ISJ;Isla Mujeres Airport;Isla Mujeres;Mexico;21.2450008392334;-86.73999786376953
SLW;Plan De Guadalupe International Airport;Saltillo;Mexico;25.54949951171875;-100.92900085449219
LZC;Lázaro Cárdenas Airport;Lazard Cardenas;Mexico;18.0016994476;-102.221000671
LMM;Valle del Fuerte International Airport;Los Mochis;Mexico;25.6851997375;-109.081001282
BJX;Del Bajío International Airport;Del Bajio;Mexico;20.993499755900004;-101.481002808
LAP;Manuel Márquez de León International Airport;La Paz;Mexico;24.072700500499998;-110.361999512
LTO;Loreto International Airport;Loreto;Mexico;25.989200592041016;-111.3479995727539
MAM;General Servando Canales International Airport;Matamoros;Mexico;25.7698993683;-97.5252990723
MID;Licenciado Manuel Crescencio Rejon Int Airport;Merida;Mexico;20.937000274699997;-89.657699585
MXL;General Rodolfo Sánchez Taboada International Airport;Mexicali;Mexico;32.6305999756;-115.241996765
MLM;General Francisco J. Mujica International Airport;Morelia;Mexico;19.849899292;-101.025001526
MTT;Minatitlán/Coatzacoalcos National Airport;Minatitlan;Mexico;18.1033992767;-94.58070373540001
LOV;Monclova International Airport;Monclova;Mexico;26.955699920654297;-101.47000122070312
MEX;Licenciado Benito Juarez International Airport;Mexico City;Mexico;19.4363;-99.072098
MTY;General Mariano Escobedo International Airport;Monterrey;Mexico;25.7784996033;-100.107002258
MZT;General Rafael Buelna International Airport;Mazatlan;Mexico;23.1613998413;-106.26599884
NOG;Nogales International Airport;Nogales;Mexico;31.22610092163086;-110.97599792480469
NLD;Quetzalcóatl International Airport;Nuevo Laredo;Mexico;27.4438991547;-99.5705032349
OAX;Xoxocotlán International Airport;Oaxaca;Mexico;16.9999008179;-96.726600647
PAZ;El Tajín National Airport;Poza Rico;Mexico;20.6026992798;-97.46080017090001
PBC;Hermanos Serdán International Airport;Puebla;Mexico;19.1581001282;-98.3713989258
PCA;Ingeniero Juan Guillermo Villasana Airport;Pachuca;Mexico;20.07740020751953;-98.78250122070312
PPE;Puerto Peñasco International Airport;Punta Penasco;Mexico;31.356202;-113.525677
PDS;Piedras Negras International Airport;Piedras Negras;Mexico;28.627399444580078;-100.53500366210938
UPN;Licenciado y General Ignacio Lopez Rayon Airport;Uruapan;Mexico;19.396699905395508;-102.03900146484375
PVR;Licenciado Gustavo Díaz Ordaz International Airport;Puerto Vallarta;Mexico;20.680099487304688;-105.25399780273438
PXM;Puerto Escondido International Airport;Puerto Escondido;Mexico;15.8768997192;-97.08910369870001
QRO;Querétaro Intercontinental Airport;Queretaro;Mexico;20.6173000336;-100.185997009
REX;General Lucio Blanco International Airport;Reynosa;Mexico;26.008899688699998;-98.2285003662
SJD;Los Cabos International Airport;San Jose Del Cabo;Mexico;23.15180015563965;-109.72100067138672
SFH;San Felipe International Airport;San Filipe;Mexico;30.930200576782;-114.80899810791
SLP;Ponciano Arriaga International Airport;San Luis Potosi;Mexico;22.254299163800003;-100.930999756
TXA;Tlaxcala Airport;Tlaxcala;Mexico;19.537992;-98.173492
TRC;Francisco Sarabia International Airport;Torreon;Mexico;25.568300247199996;-103.411003113
TGZ;Angel Albino Corzo International Airport;Tuxtla Gutierrez;Mexico;16.5636005402;-93.02249908450001
TIJ;General Abelardo L. Rodríguez International Airport;Tijuana;Mexico;32.541099548339844;-116.97000122070312
TAM;General Francisco Javier Mina International Airport;Tampico;Mexico;22.2964000702;-97.8658981323
TSL;Tamuin Airport;Tamuin;Mexico;22.0382995605;-98.80650329590001
TLC;Licenciado Adolfo Lopez Mateos International Airport;Toluca;Mexico;19.3370990753;-99.56600189210002
TAP;Tapachula International Airport;Tapachula;Mexico;14.7943000793;-92.3700027466
CUN;Cancún International Airport;Cancun;Mexico;21.036500930800003;-86.8770980835
VSA;Carlos Rovirosa Pérez International Airport;Villahermosa;Mexico;17.996999740600586;-92.81739807128906
VER;General Heriberto Jara International Airport;Vera Cruz;Mexico;19.1459007263;-96.1873016357
ZCL;General Leobardo C. Ruiz International Airport;Zacatecas;Mexico;22.8971004486;-102.68699646
ZIH;Ixtapa Zihuatanejo International Airport;Zihuatanejo;Mexico;17.601600647;-101.460998535
ZMM;Zamora Airport;Zamora;Mexico;20.045000076293945;-102.2760009765625
ZLO;Playa De Oro International Airport;Manzanillo;Mexico;19.144800186199998;-104.558998108
BEF;Bluefields Airport;Bluefields;Nicaragua;11.991000175476074;-83.77410125732422
MGA;Augusto C. Sandino (Managua) International Airport;Managua;Nicaragua;12.141500473022461;-86.16819763183594
PUZ;Puerto Cabezas Airport;Puerto Cabezas;Nicaragua;14.047200202941895;-83.38670349121094
BOC;Bocas Del Toro International Airport;Bocas Del Toro;Panama;9.340849876403809;-82.25080108642578
CHX;Cap Manuel Niño International Airport;Changuinola;Panama;9.458640098571777;-82.51679992675781
DAV;Enrique Malek International Airport;David;Panama;8.390999794006348;-82.43499755859375
BLB;Panama Pacific International Airport;Howard;Panama;8.91479;-79.599602
PAC;Marcos A. Gelabert International Airport;Panama;Panama;8.973340034484863;-79.55560302734375
PTY;Tocumen International Airport;Panama City;Panama;9.0713596344;-79.3834991455
OTR;Coto 47 Airport;Coto 47;Costa Rica;8.60155963897705;-82.96859741210938
GLF;Golfito Airport;Golfito;Costa Rica;8.654009819030762;-83.18219757080078
LIR;Daniel Oduber Quiros International Airport;Liberia;Costa Rica;10.593299865722656;-85.54440307617188
LIO;Limon International Airport;Limon;Costa Rica;9.95796012878418;-83.02200317382812
NOB;Nosara Airport;Nosara Beach;Costa Rica;9.976490020750001;-85.65299987790002
SJO;Juan Santamaria International Airport;San Jose;Costa Rica;9.993860244750977;-84.20880126953125
PMZ;Palmar Sur Airport;Palmar Sur;Costa Rica;8.951029777526855;-83.46859741210938
XQP;Quepos Managua Airport;Quepos;Costa Rica;9.443160057067871;-84.12979888916016
SAL;El Salvador International Airport;San Salvador;El Salvador;13.4409;-89.055702
CAP;Cap Haitien International Airport;Cap Haitien;Haiti;19.732999801635742;-72.1947021484375
PAP;Toussaint Louverture International Airport;Port-au-prince;Haiti;18.579999923706055;-72.2925033569336
BCA;Gustavo Rizo Airport;Baracoa Playa;Cuba;20.365299224853516;-74.5062026977539
BYM;Carlos Manuel de Cespedes Airport;Bayamo;Cuba;20.396400451660156;-76.62139892578125
AVI;Maximo Gomez Airport;Ciego De Avila;Cuba;22.027099609375;-78.78959655761719
CCC;Jardines Del Rey Airport;Cunagua;Cuba;22.461000442499998;-78.32839965820001
CFG;Jaime Gonzalez Airport;Cienfuegos;Cuba;22.149999618530273;-80.41419982910156
CYO;Vilo Acuña International Airport;Cayo Largo del Sur;Cuba;21.6165008545;-81.5459976196
CMW;Ignacio Agramonte International Airport;Camaguey;Cuba;21.420299530029297;-77.84750366210938
SCU;Antonio Maceo International Airport;Santiago De Cuba;Cuba;19.96980094909668;-75.83540344238281
GAO;Mariana Grajales Airport;Guantanamo;Cuba;20.08530044555664;-75.1583023071289
HAV;José Martí International Airport;Havana;Cuba;22.989200592041016;-82.40910339355469
HOG;Frank Pais International Airport;Holguin;Cuba;20.785600662231445;-76.31510162353516
LCL;La Coloma Airport;La Coloma;Cuba;22.33609962463379;-83.64189910888672
MOA;Orestes Acosta Airport;Moa;Cuba;20.653900146484375;-74.92220306396484
MZO;Sierra Maestra Airport;Manzanillo;Cuba;20.28809928894043;-77.08920288085938
GER;Rafael Cabrera Airport;Nueva Gerona;Cuba;21.834699630737305;-82.78379821777344
UPB;Playa Baracoa Airport;Baracoa Playa;Cuba;23.032800674399997;-82.5793991089
SNU;Abel Santamaria Airport;Santa Clara;Cuba;22.49220085144043;-79.943603515625
VRA;Juan Gualberto Gomez International Airport;Varadero;Cuba;23.034400939941406;-81.435302734375
VTU;Hermanos Ameijeiras Airport;Las Tunas;Cuba;20.987600326538086;-76.93579864501953
CYB;Gerrard Smith International Airport;Cayman Brac;Cayman Islands;19.687000274658203;-79.88279724121094
GCM;Owen Roberts International Airport;Georgetown;Cayman Islands;19.292800903299998;-81.3576965332
ASD;Andros Town Airport;Andros Town;Bahamas;24.697900772094727;-77.79560089111328
MHH;Marsh Harbour International Airport;Marsh Harbor;Bahamas;26.511400222800003;-77.08350372310001
SAQ;San Andros Airport;San Andros;Bahamas;25.053800582885742;-78.04900360107422
AXP;Spring Point Airport;Spring Point;Bahamas;22.441799163800003;-73.97090148930002
TCB;Treasure Cay Airport;Treasure Cay;Bahamas;26.745300293;-77.3912963867
